"","Anio","Bloque","X_UTM","Y_UTM","Altitud","Inc","Sevmed","LonBrot","Afmed","CA","RA","Color"
"201",2017,"Baja",605740.1866,2181037.629,2979.6,0,0,13.9,0.3874,0,100,1
"202",2017,"Baja",605738.0893,2181037.837,2979.8,0,0,12,0.3582,0,100,1
"203",2017,"Baja",605731.7927,2181039.239,2979,0,0,8.5,0.4343,1.063829787,98.93617021,1
"204",2017,"Baja",605731.3312,2181028.722,2978.7,0,0,8.5,0.350366667,0,100,1
"205",2017,"Baja",605734.5002,2181024.535,2994.3,0,0,8.9,0.463133333,0,100,1
"206",2017,"Baja",605724.5153,2181029.346,2993.3,0,0,7.6,0.439433333,0,100,1
"207",2017,"Baja",605728.7053,2181029.703,2974.3,0,0,10.3,0.358066667,0,100,1
"208",2017,"Baja",605741.3313,2181021.366,2994.3,0,0,10.1,0.311366667,0,100,1
"209",2017,"Baja",605757.8895,2181056.77,2980,0,0,6.6,0.249333333,1.818181818,98.18181818,1
"210",2017,"Baja",605732.9572,2181019.656,2992.2,0,0,5,0.185366667,0,100,1
"211",2017,"Baja",605732.8355,2181040.13,2979.8,0,0,9,0.2322,0,100,1
"212",2017,"Baja",605717.8098,2181011.377,2991.9,0,0,7.5,0.2367,0,100,1
"213",2017,"Baja",605717.9203,2180992.784,2990.9,0,0,17.7,0.350266667,0,100,1
"214",2017,"Baja",605727.9204,2180985.428,2990.7,0,0,15.2,0.346133333,0,100,1
"215",2017,"Baja",605731.0032,2180995.739,2990.9,0,0,11.2,0.3622,0,100,1
"216",2017,"Baja",605707.4543,2181007.995,2991,0,0,8.8,0.263833333,0,100,1
"217",2016,"Alta",605747.8559,2181069.77,2979.3,0.8,0.213,5,0.1323,38,62,1
"218",2016,"Alta",605744.2655,2181056.689,2979.3,1,0.376333333,4.9,0.244933333,11.9266055,88.0733945,2
"219",2016,"Alta",605740.1774,2181039.178,2979.5,1,0.576333333,5.7,0.292466667,1.063829787,98.93617021,2
"220",2016,"Alta",605754.4645,2181033.508,2980,1,0.499,11.4,0.411533333,10.23622047,89.76377953,2
"221",2016,"Alta",605742.3524,2181025.91,2984.3,1,0.615333333,9.5,0.3546,3.603603604,96.3963964,2
"222",2016,"Alta",605727.7112,2181020.621,2992.3,1,0.240666667,9.5,0.226433333,17.64705882,82.35294118,2
"223",2016,"Alta",605724.2519,2181003.114,2990.8,1,0.428666667,6,0.360766667,1.515151515,98.48484848,2
"224",2016,"Alta",605737.9319,2180993.788,2991,1,0.326333333,5.6,0.338766667,5.952380952,94.04761905,2
"225",2016,"Alta",605724.6902,2180999.907,2991.2,0.966666667,0.355,10.3,0.2542,9.259259259,90.74074074,2
"226",2016,"Alta",605721.5199,2181004.316,2990.9,1,0.289,8,0.356933333,3.883495146,96.11650485,1
"227",2016,"Alta",605723.5856,2181009.419,2991.1,1,0.412,9,0.201533333,8.633093525,91.36690647,2
"228",2016,"Alta",605723.5343,2181018.051,2992.4,1,0.372333333,10,0.315666667,15.58441558,84.41558442,2
"229",2016,"Alta",605720.3726,2181021.02,2993.1,1,0.422,6.5,0.248466667,3.260869565,96.73913043,2
"230",2016,"Alta",605728.6395,2181040.769,2979.2,1,0.265333333,7.5,0.175,18.8976378,81.1023622,2
"231",2016,"Alta",605750.3759,2181086.607,2973.2,1,0.467666667,7.6,0.297433333,26.59574468,73.40425532,2
"232",2016,"Alta",605752.4903,2181083.521,2973.3,0.6,0.046333333,9.6,0.273,4.464285714,95.53571429,1
"233",2016,"Alta",605758.8875,2181065.187,2978.5,1,0.577,8,0.321266667,7.142857143,92.85714286,2
"234",2016,"Alta",605746.3904,2181051.832,2979.5,1,0.389333333,8,0.313166667,9.166666667,90.83333333,2
"235",2016,"Media",605743.3129,2181040.635,2980.2,1,0.347666667,10.2,0.423433333,7.874015748,92.12598425,2
"236",2016,"Media",605734.9078,2181044.127,2980.2,1,0.425666667,8.9,0.462033333,6.666666667,93.33333333,2
"237",2016,"Media",605734.3542,2181049.104,2979.7,1,0.236666667,9.7,0.325933333,0.833333333,99.16666667,2
"238",2016,"Media",605734.3628,2181047.665,2979.8,1,0.331,11.7,0.505666667,7.317073171,92.68292683,3
"239",2016,"Media",605740.8457,2181032.541,2979.4,1,0.502333333,7,0.377466667,7,93,2
"240",2016,"Media",605727.6192,2181036.115,2979.4,0.433333333,0.02,9.4,0.3677,26.27118644,73.72881356,2
"241",2016,"Media",605728.681,2181033.797,2978.5,0.833333333,0.202333333,11,0.280166667,8.737864078,91.26213592,2
"242",2016,"Media",605734.5193,2181021.326,2992.1,1,0.361,9,0.303233333,2,98,2
"243",2016,"Media",605741.3662,2181015.501,2992.9,1,0.429,7.4,0.2966,5.555555556,94.44444444,2
"245",2016,"Media",605721.5238,2181003.652,2990.9,1,0.348666667,8.6,0.298433333,5.555555556,94.44444444,2
"246",2016,"Media",605715.2595,2180999.63,2990.6,0.9,0.448666667,7.1,0.2999,11.21495327,88.78504673,2
"247",2016,"Media",605712.1161,2180999.501,2973.4,0.966666667,0.224333333,8.8,0.284566667,22.05882353,77.94117647,2
"248",2016,"Media",605712.1003,2181002.157,2991.1,0.966666667,0.146,6.5,0.334933333,13.66906475,86.33093525,1
"249",2016,"Media",605709.9215,2181016.089,2991.4,1,0.476666667,16.5,0.257633333,14,86,2
"250",2016,"Media",605719.3568,2181015.591,2991.8,0.933333333,0.244666667,9.6,0.274,1.886792453,98.11320755,2
"251",2016,"Media",605725.683,2181009.21,2992.5,1,0.442666667,9.2,0.344966667,17.70833333,82.29166667,2
"252",2016,"Media",605728.1738,2181013.32,2992.4,1,0.499666667,11.3,0.343966667,21.05263158,78.94736842,2
"253",2016,"Baja",605744.4102,2181032.341,2975.7,0.4,0.072,7.2,0.2632,1.986754967,98.01324503,2
"254",2016,"Baja",605740.8141,2181037.854,2980.1,1,0.564,8.2,0.339133333,0,100,2
"255",2016,"Baja",605740.1866,2181037.629,2979.6,0.966666667,0.326,9.3,0.234166667,0,100,2
"256",2016,"Baja",605738.0893,2181037.837,2979.8,0.833333333,0.160333333,17.5,0.2977,3.669724771,96.33027523,2
"257",2016,"Baja",605731.7927,2181039.239,2979,1,0.073666667,8.3,0.328766667,8.474576271,91.52542373,1
"258",2016,"Baja",605731.3312,2181028.722,2978.7,1,0.566333333,9.4,0.257633333,9.677419355,90.32258065,2
"259",2016,"Baja",605734.5002,2181024.535,2994.3,1,0.432,8.5,0.217966667,9.278350515,90.72164948,2
"260",2016,"Baja",605724.5153,2181029.346,2993.3,0.5,0.018666667,10,0.304633333,0,100,1
"261",2016,"Baja",605728.7053,2181029.703,2974.3,0.966666667,0.438,12.4,0.28,13.39285714,86.60714286,2
"262",2016,"Baja",605741.3313,2181021.366,2994.3,1,0.542,9.2,0.278366667,1.98019802,98.01980198,2
"263",2016,"Baja",605757.8895,2181056.77,2980,1,0.015,7.1,0.3275,2.985074627,97.01492537,1
"264",2016,"Baja",605732.9572,2181019.656,2992.2,0.966666667,0.325333333,11.8,0.3267,4.90797546,95.09202454,1
"265",2016,"Baja",605732.8355,2181040.13,2979.8,1,0.591,8.2,0.3619,3.125,96.875,2
"266",2016,"Baja",605717.8098,2181011.377,2991.9,1,0.229,8.7,0.344533333,19.35483871,80.64516129,2
"267",2016,"Baja",605717.9203,2180992.784,2990.9,1,0.386666667,8.3,0.313,0,100,2
"268",2016,"Baja",605727.9204,2180985.428,2990.7,1,0.446,9.9,0.272266667,54.48275862,45.51724138,2
"269",2016,"Baja",605731.0032,2180995.739,2990.9,1,0.208,10.9,0.357366667,17.72151899,82.27848101,1
"270",2016,"Baja",605707.4543,2181007.995,2991,1,0.388333333,10.7,0.374533333,3.539823009,96.46017699,2
"271",2017,"Alta",605747.8559,2181069.77,2979.3,0,0,5.4,0.192466667,1.063829787,98.93617021,1
"272",2017,"Alta",605744.2655,2181056.689,2979.3,0.033333333,0,6.5,0.222466667,0,100,1
"273",2017,"Alta",605740.1774,2181039.178,2979.5,0.033333333,0,10.9,0.3117,0,100,2
"274",2017,"Alta",605754.4645,2181033.508,2980,0.933333333,0,5.1,0.309066667,0,100,1
"275",2017,"Alta",605742.3524,2181025.91,2984.3,0.1,0,11,0.4196,5.555555556,94.44444444,1
"276",2017,"Alta",605727.7112,2181020.621,2992.3,0,0,9.1,0.238866667,0,100,1
"277",2017,"Alta",605724.2519,2181003.114,2990.8,0,0,9.6,0.226633333,0.909090909,99.09090909,1
"278",2017,"Alta",605737.9319,2180993.788,2991,0,0,6.8,0.382833333,0,100,1
"279",2017,"Alta",605724.6902,2180999.907,2991.2,0.033333333,0,6,0.3447,0,100,1
"280",2017,"Alta",605721.5199,2181004.316,2990.9,0,0,3.4,0.3566,0,100,1
"281",2017,"Alta",605723.5856,2181009.419,2991.1,0.333333333,0.019333333,8.8,0.3041,0,100,1
"282",2017,"Alta",605723.5343,2181018.051,2992.4,0,0,7.7,0.344266667,0.952380952,99.04761905,1
"283",2017,"Alta",605720.3726,2181021.02,2993.1,0.2,0.007,6.8,0.195433333,0,100,2
"284",2017,"Alta",605728.6395,2181040.769,2979.2,0,0,10.8,0.386866667,7,93,1
"285",2017,"Alta",605750.3759,2181086.607,2973.2,0,0,5.1,0.281666667,0,100,1
"286",2017,"Alta",605752.4903,2181083.521,2973.3,0,0,8.5,0.3349,0,100,1
"287",2017,"Alta",605758.8875,2181065.187,2978.5,0,0,6.4,0.269933333,0,100,1
"288",2017,"Alta",605746.3904,2181051.832,2979.5,0.033333333,0,8.1,0.268066667,0.854700855,99.14529915,1
"289",2017,"Media",605743.3129,2181040.635,2980.2,0,0,8.3,0.318433333,0,100,1
"290",2017,"Media",605734.9078,2181044.127,2980.2,0,0,10,0.2717,0,100,1
"291",2017,"Media",605734.3542,2181049.104,2979.7,0.533333333,0.030666667,10.1,0.2814,0,100,1
"292",2017,"Media",605734.3628,2181047.665,2979.8,0,0,8,0.400033333,0,100,1
"293",2017,"Media",605740.8457,2181032.541,2979.4,0,0,6.3,0.184433333,0,100,1
"294",2017,"Media",605727.6192,2181036.115,2979.4,0,0,7.4,0.3725,0,100,2
"295",2017,"Media",605728.681,2181033.797,2978.5,0.033333333,0,6.7,0.185533333,0,100,2
"296",2017,"Media",605734.5193,2181021.326,2992.1,0,0,9.7,0.2959,0,100,1
"297",2017,"Media",605741.3662,2181015.501,2992.9,0.1,0.006666667,7.6,0.364866667,0,100,1
"299",2017,"Media",605721.5238,2181003.652,2990.9,0,0,10.5,0.469933333,0,100,1
"300",2017,"Media",605715.2595,2180999.63,2990.6,0,0,7.1,0.370433333,0,100,1
"301",2017,"Media",605712.1161,2180999.501,2973.4,0.033333333,0,7.4,0.370633333,0,100,2
"302",2017,"Media",605712.1003,2181002.157,2991.1,0,0,6,0.3453,0,100,1
"303",2017,"Media",605709.9215,2181016.089,2991.4,0,0,11.8,0.2541,0,100,1
"304",2017,"Media",605719.3568,2181015.591,2991.8,0.166666667,0,4.1,0.166333333,0,100,2
"305",2017,"Media",605725.683,2181009.21,2992.5,0,0,6,0.309166667,1.851851852,98.14814815,1
"306",2017,"Media",605728.1738,2181013.32,2992.4,0.233333333,0.004,12.6,0.397266667,0,100,1
"307",2017,"Baja",605744.4102,2181032.341,2975.7,0,0,7.5,0.255433333,0,100,2
"308",2017,"Baja",605740.8141,2181037.854,2980.1,0.033333333,0,6.2,0.4312,0,100,1
"309",2017,"Baja",605740.1866,2181037.629,2979.6,0,0,12.7,0.381766667,0,100,1
"310",2017,"Baja",605738.0893,2181037.837,2979.8,0,0,8.1,0.2896,0,100,2
"311",2017,"Baja",605731.7927,2181039.239,2979,0,0,10.3,0.418266667,3.816793893,96.18320611,1
"312",2017,"Baja",605731.3312,2181028.722,2978.7,0.033333333,0,9.1,0.2541,0,100,1
"313",2017,"Baja",605734.5002,2181024.535,2994.3,0,0,10,0.469233333,0,100,2
"314",2017,"Baja",605724.5153,2181029.346,2993.3,0,0,11.7,0.396933333,0,100,1
"315",2017,"Baja",605728.7053,2181029.703,2974.3,0,0,7.8,0.311966667,0,100,2
"316",2017,"Baja",605741.3313,2181021.366,2994.3,0,0,7.2,0.410633333,0,100,2
"317",2017,"Baja",605757.8895,2181056.77,2980,0.066666667,0.005666667,7.1,0.305366667,0,100,1
"318",2017,"Baja",605732.9572,2181019.656,2992.2,0,0,7.5,0.237833333,0,100,1
"319",2017,"Baja",605732.8355,2181040.13,2979.8,0,0,7,0.294833333,1.587301587,98.41269841,2
"320",2017,"Baja",605717.8098,2181011.377,2991.9,0.2,0.004666667,9.1,0.362133333,0,100,1
"321",2017,"Baja",605717.9203,2180992.784,2990.9,0.066666667,0,4.6,0.2405,0,100,1
"322",2017,"Baja",605727.9204,2180985.428,2990.7,0,0,8.3,0.3012,1.438848921,98.56115108,1
"323",2017,"Baja",605731.0032,2180995.739,2990.9,0,0,8.9,0.310333333,0,100,1
"324",2017,"Baja",605707.4543,2181007.995,2991,0,0,13.7,0.202533333,0,100,1
"325",2016,"Alta",605747.8559,2181069.77,2979.3,0.966666667,0.381333333,5.1,0.1831,3.883495146,96.11650485,1
"326",2016,"Alta",605744.2655,2181056.689,2979.3,0.966666667,0.274333333,6.3,0.186733333,0.980392157,99.01960784,1
"327",2016,"Alta",605740.1774,2181039.178,2979.5,1,0.404,9.7,0.302366667,1.226993865,98.77300613,2
"328",2016,"Alta",605754.4645,2181033.508,2980,0.966666667,0.362,9.1,0.2943,2.34375,97.65625,2
"329",2016,"Alta",605742.3524,2181025.91,2984.3,0.966666667,0.361666667,8.4,0.463666667,9.756097561,90.24390244,2
"330",2016,"Alta",605727.7112,2181020.621,2992.3,0.7,0.089333333,8.1,0.321533333,0,100,2
"331",2016,"Alta",605724.2519,2181003.114,2990.8,0.9,0.361,8.4,0.312966667,1.904761905,98.0952381,2
"332",2016,"Alta",605737.9319,2180993.788,2991,0.866666667,0.207,9.3,0.376833333,17.47572816,82.52427184,3
"333",2016,"Alta",605724.6902,2180999.907,2991.2,0.866666667,0.206333333,10.1,0.321766667,3.361344538,96.63865546,2
"334",2016,"Alta",605721.5199,2181004.316,2990.9,0.666666667,0.302,7.4,0.3069,6.818181818,93.18181818,3
"335",2016,"Alta",605723.5856,2181009.419,2991.1,0.466666667,0.112333333,9.2,0.297,3.703703704,96.2962963,2
"336",2016,"Alta",605723.5343,2181018.051,2992.4,0.8,0.307333333,7.7,0.356333333,5.982905983,94.01709402,2
"337",2016,"Alta",605720.3726,2181021.02,2993.1,0.533333333,0.133666667,8.7,0.3303,1.834862385,98.16513761,2
"338",2016,"Alta",605728.6395,2181040.769,2979.2,0.633333333,0.157666667,5.1,0.216866667,6.976744186,93.02325581,2
"341",2016,"Alta",605758.8875,2181065.187,2978.5,0.966666667,0.320333333,6,0.202966667,2.409638554,97.59036145,1
"342",2016,"Alta",605746.3904,2181051.832,2979.5,0.9,0.259,12,0.347033333,20.80536913,79.19463087,2
"343",2016,"Media",605743.3129,2181040.635,2980.2,1,0.254,10,0.427866667,15.625,84.375,2
"344",2016,"Media",605734.9078,2181044.127,2980.2,1,0.483666667,7.1,0.2462,8.695652174,91.30434783,2
"345",2016,"Media",605734.3542,2181049.104,2979.7,0.766666667,0.132,9.6,0.4124,26.36363636,73.63636364,2
"346",2016,"Media",605734.3628,2181047.665,2979.8,0.9,0.206333333,7.8,0.309633333,0,100,2
"347",2016,"Media",605740.8457,2181032.541,2979.4,0.966666667,0.444333333,9.2,0.275433333,14.9122807,85.0877193,2
"348",2016,"Media",605727.6192,2181036.115,2979.4,0.033333333,0.003666667,9.3,0.332133333,4.580152672,95.41984733,2
"349",2016,"Media",605728.681,2181033.797,2978.5,1,0.356333333,11,0.3954,27.13178295,72.86821705,2
"350",2016,"Media",605734.5193,2181021.326,2992.1,0.8,0.251,11.6,0.468866667,0.826446281,99.17355372,2
"351",2016,"Media",605741.3662,2181015.501,2992.9,0.833333333,0.255333333,6.5,0.302966667,6.25,93.75,2
"353",2016,"Media",605721.5238,2181003.652,2990.9,0.9,0.197333333,7.4,0.3066,1.111111111,98.88888889,2
"354",2016,"Media",605715.2595,2180999.63,2990.6,0.966666667,0.214333333,6.7,0.2744,4.938271605,95.0617284,2
"355",2016,"Media",605712.1161,2180999.501,2973.4,0.866666667,0.225666667,6.9,0.370133333,6.578947368,93.42105263,2
"356",2016,"Media",605712.1003,2181002.157,2991.1,0.933333333,0.34,7.4,0.323433333,4.347826087,95.65217391,3
"357",2016,"Media",605709.9215,2181016.089,2991.4,0.933333333,0.347666667,7.8,0.2958,0,100,2
"358",2016,"Media",605719.3568,2181015.591,2991.8,0.966666667,0.319333333,7,0.325933333,6.666666667,93.33333333,3
"359",2016,"Media",605725.683,2181009.21,2992.5,1,0.246333333,6.8,0.224,6.818181818,93.18181818,2
"360",2016,"Media",605728.1738,2181013.32,2992.4,1,0.380666667,7,0.312833333,18.18181818,81.81818182,1
"361",2016,"Baja",605744.4102,2181032.341,2975.7,0.866666667,0.233666667,6.1,0.175066667,0.793650794,99.20634921,3
"362",2016,"Baja",605740.8141,2181037.854,2980.1,0.966666667,0.281,11,0.4219,3.773584906,96.22641509,2
"363",2016,"Baja",605740.1866,2181037.629,2979.6,0.933333333,0.252666667,14.3,0.504466667,1.587301587,98.41269841,2
"364",2016,"Baja",605738.0893,2181037.837,2979.8,0.966666667,0.296666667,13,0.3094,7.692307692,92.30769231,2
"365",2016,"Baja",605731.7927,2181039.239,2979,0.766666667,0.154666667,7.1,0.303133333,1.941747573,98.05825243,1
"366",2016,"Baja",605731.3312,2181028.722,2978.7,0.9,0.337,8.2,0.225866667,2.325581395,97.6744186,3
"367",2016,"Baja",605734.5002,2181024.535,2994.3,0.533333333,0.062666667,9.3,0.275266667,3.007518797,96.9924812,2
"368",2016,"Baja",605724.5153,2181029.346,2993.3,0.6,0.151333333,14.3,0.4392,28.8590604,71.1409396,2
"369",2016,"Baja",605728.7053,2181029.703,2974.3,0.633333333,0.248,6.2,0.230866667,25,75,2
"370",2016,"Baja",605741.3313,2181021.366,2994.3,1,0.31,8.3,0.291733333,0,100,2
"371",2016,"Baja",605757.8895,2181056.77,2980,0.233333333,0.02,6,0.2722,2.53164557,97.46835443,1
"372",2016,"Baja",605732.9572,2181019.656,2992.2,0.966666667,0.268,10.7,0.2625,14.84375,85.15625,2
"373",2016,"Baja",605732.8355,2181040.13,2979.8,0.833333333,0.372333333,5.5,0.332133333,3.921568627,96.07843137,2
"374",2016,"Baja",605717.8098,2181011.377,2991.9,0.933333333,0.309666667,8.2,0.3404,9.302325581,90.69767442,2
"375",2016,"Baja",605717.9203,2180992.784,2990.9,0.933333333,0.301333333,5.7,0.267033333,15.78947368,84.21052632,3
"376",2016,"Baja",605727.9204,2180985.428,2990.7,0.833333333,0.312666667,6.4,0.4009,7.407407407,92.59259259,3
"377",2016,"Baja",605731.0032,2180995.739,2990.9,0.8,0.260666667,7.8,0.318966667,4.807692308,95.19230769,3
"378",2016,"Baja",605707.4543,2181007.995,2991,0.7,0.213666667,7.3,0.312666667,2.857142857,97.14285714,1
"379",2017,"Alta",605747.8559,2181069.77,2979.3,0,0,5.8,0.184033333,0,100,1
"380",2017,"Alta",605744.2655,2181056.689,2979.3,0,0,5.3,0.191966667,0,100,1
"381",2017,"Alta",605740.1774,2181039.178,2979.5,0,0,8.9,0.2926,0,100,2
"382",2017,"Alta",605754.4645,2181033.508,2980,0,0,7.5,0.202566667,0,100,2
"383",2017,"Alta",605742.3524,2181025.91,2984.3,0,0,7.8,0.2767,3.75,96.25,2
"384",2017,"Alta",605727.7112,2181020.621,2992.3,0,0,8.2,0.3066,0,100,1
"385",2017,"Alta",605724.2519,2181003.114,2990.8,0,0,10.4,0.227,0,100,1
"386",2017,"Alta",605737.9319,2180993.788,2991,0,0,11.8,0.3401,0,100,2
"387",2017,"Alta",605724.6902,2180999.907,2991.2,0,0,6.4,0.257766667,2.127659574,97.87234043,2
"388",2017,"Alta",605721.5199,2181004.316,2990.9,0,0,8,0.3579,0,100,2
"389",2017,"Alta",605723.5856,2181009.419,2991.1,0,0,9.2,0.257266667,0,100,2
"390",2017,"Alta",605723.5343,2181018.051,2992.4,0,0,7,0.3575,0,100,2
"391",2017,"Alta",605720.3726,2181021.02,2993.1,0,0,7.2,0.195666667,0,100,2
"392",2017,"Alta",605728.6395,2181040.769,2979.2,0,0,8.1,0.237333333,0,100,1
"395",2017,"Alta",605758.8875,2181065.187,2978.5,0,0,6.2,0.3059,0,100,1
"396",2017,"Alta",605746.3904,2181051.832,2979.5,0,0,6.1,0.2416,0,100,1
"397",2017,"Media",605743.3129,2181040.635,2980.2,0,0,5.2,0.251633333,0,100,2
"398",2017,"Media",605734.9078,2181044.127,2980.2,0,0,3.3,0.208066667,0,100,1
"399",2017,"Media",605734.3542,2181049.104,2979.7,0.233333333,0.02,7,0.357966667,0,100,1
"400",2017,"Media",605734.3628,2181047.665,2979.8,0,0,6.3,0.4417,0,100,2
"401",2017,"Media",605740.8457,2181032.541,2979.4,0,0,5.2,0.2697,0,100,1
"402",2017,"Media",605727.6192,2181036.115,2979.4,0,0,5.6,0.354766667,0,100,2
"403",2017,"Media",605728.681,2181033.797,2978.5,0,0,6.3,0.168733333,0,100,1
"404",2017,"Media",605734.5193,2181021.326,2992.1,0,0,9.4,0.317966667,0,100,1
"405",2017,"Media",605741.3662,2181015.501,2992.9,0,0,5.6,0.3054,0,100,2
"407",2017,"Media",605721.5238,2181003.652,2990.9,0,0,8.7,0.343533333,0,100,2
"408",2017,"Media",605715.2595,2180999.63,2990.6,0,0,8.3,0.2725,0,100,2
"409",2017,"Media",605712.1161,2180999.501,2973.4,0,0,8.1,0.411566667,1.351351351,98.64864865,2
"410",2017,"Media",605712.1003,2181002.157,2991.1,0,0,7.3,0.256366667,2.105263158,97.89473684,2
"411",2017,"Media",605709.9215,2181016.089,2991.4,0,0,9.5,0.2975,0,100,2
"412",2017,"Media",605719.3568,2181015.591,2991.8,0,0,6.6,0.210833333,0,100,1
"413",2017,"Media",605725.683,2181009.21,2992.5,0,0,6.6,0.245566667,0,100,1
"414",2017,"Media",605728.1738,2181013.32,2992.4,0,0,10.4,0.332,0,100,1
"415",2017,"Baja",605744.4102,2181032.341,2975.7,0,0,3.6,0.175233333,0,100,1
"416",2017,"Baja",605740.8141,2181037.854,2980.1,0,0,9.8,0.259066667,0,100,1
"417",2017,"Baja",605740.1866,2181037.629,2979.6,0,0,6.6,0.335133333,0,100,2
"418",2017,"Baja",605738.0893,2181037.837,2979.8,0,0,5.9,0.2236,4.705882353,95.29411765,1
"419",2017,"Baja",605731.7927,2181039.239,2979,0,0,5.6,0.262533333,0,100,1
"420",2017,"Baja",605731.3312,2181028.722,2978.7,0,0,7.8,0.3201,0,100,1
"421",2017,"Baja",605734.5002,2181024.535,2994.3,0,0,8.9,0.363,0,100,1
"422",2017,"Baja",605724.5153,2181029.346,2993.3,0,0,7,0.224533333,0,100,1
